Temperature,Humidity,Nutrition,Time (hours since planting),Time (days since planting),Seed Possibility of Growth,Light Exposure (lux),Cumulative Lettuce Growth
25.919402069858695,75.33392052985766,3.251107430112859,315,13,0.9,83413,59.37559439148519
29.40878927578263,69.29991196377783,0.4103843410884811,490,20,0.9,109236,9.235898139823039
22.789505699668684,82.71229243600716,1.9346578550760485,1107,46,0.9,53883,95.99367756119652
32.858403734663774,68.12493319034883,2.1075009939301816,658,27,0.9,63751,80.90858735029518
30.81220181898336,70.95761869487883,1.1955390445581937,60,2,0.9,7336,2.976014414873368
31.944202615358193,67.09720929977199,0.32423971165387433,104,4,0.9,26642,1.8458730931686458
23.89499282990388,78.88651257272336,3.316711905634273,634,26,0.9,14459,98.48393116641813
31.026221403660205,71.51519445023294,1.7983485457868105,621,25,0.9,7578,60.948556183440324
43.2011014094337,48.883311703020915,3.8615762462682652,181,7,0.9,6263,37.43739352207733
30.897702355738385,74.18756856504623,2.859930306346934,29,1,0.9,96897,3.469116091965903
28.64659729234841,71.71121377961633,2.166414922767615,108,4,0.9,7471,11.30439333802796
27.018524041984723,76.99319535725168,1.7571371070417618,740,30,0.9,6051,73.15408413882435
35.14220097410777,64.10762181707545,2.078111625125122,929,38,0.9,9772,100.0
28.405004190417422,75.56802942256789,0.9589127175962522,45,1,0.9,7107,1.3722952381782707
26.96691604689966,79.50804262676597,0.461653656384395,349,14,0.9,5307,6.235812334286235
29.527435262898262,71.55719341595403,1.9673801558048296,446,18,0.9,4966,44.39138746764928
31.694304560052007,70.52079705123327,3.669123725747188,779,32,0.9,88238,100.0
32.009098037692745,70.56489555173563,2.987161831227379,748,31,0.9,41600,98.78779321518924
25.7213834568868,79.17457443278582,0.7852176351822558,868,36,0.9,102186,40.74887381616518
33.05707639781791,67.46069182506537,0.9150436908655739,41,1,0.9,9396,1.6464216544309145
21.850191384154304,85.97747671767839,3.8643694960367236,229,9,0.9,1245,1.9199544839451004
28.794326857817826,72.05052344262607,1.6169703444050456,535,22,0.9,78215,48.46582837855888
25.031609789103943,79.10043703658444,2.0324751060560424,298,12,0.9,19833,37.000753766753405
28.01164203748794,74.35935053202283,2.0909724561492147,347,14,0.9,62794,39.39777346990723
28.83453885456142,73.33584136312177,2.5486760758101132,165,6,0.9,3016,22.777082798505504
34.26178894847934,66.26220680320658,-0.12110591445798535,1184,49,0.9,48612,0.0
36.408163335972844,59.95794685891263,2.3504970795982216,899,37,0.9,43403,100.0
33.420460029168865,67.03039061950044,2.1631858636559107,284,11,0.9,6184,35.48747121180663
30.029098101687254,71.06223083216692,3.9532729003711324,941,39,0.9,24223,100.0
15.359795873317372,83.8401125870059,-0.005145946833900739,187,7,0.9,708,0.0
28.687060024358164,72.75963493474646,2.700319871305233,1001,41,0.9,8567,99.32385062711548
22.95807159016207,80.60982664027176,0.17447362178860593,941,39,0.9,89098,11.409936534887015
27.238271870937677,77.29448045830415,1.243785554121847,823,34,0.9,46425,58.85768545528491
16.40270461868187,85.56785674803619,3.7088720094059386,184,7,0.9,992,5.584307493967999
27.718288503765923,72.06080939511425,3.7169173716009754,688,28,0.9,3145,100.0
32.45240946954237,72.1811055462863,2.7222144915835513,334,13,0.9,7917,48.121630136738645
23.815877613313354,77.75439685432025,1.244915065665027,1058,44,0.9,51300,79.3011797215543
27.17850720103859,76.07346673273702,3.7062035129933575,355,14,0.9,7800,73.54741988512609
26.511252198862003,76.1561979254219,0.5218725973798866,795,33,0.9,48316,25.89998706628035
18.945710032425573,81.15951749448465,4.127522973530385,928,38,0.9,8269,99.79909545284606
29.40660988901274,73.3002924187923,0.6382301209281185,740,30,0.9,3941,26.110723424309896
26.076444867415233,81.60849539257961,2.8943446405206856,475,19,0.9,6601,75.1433877990089
27.958705373829414,74.61676839753159,0.2070137313870988,13,0,0.9,7112,1.6396103608520483
24.120009526856713,83.55108072786247,3.638721613116663,240,10,0.9,30644,51.344382611293554
29.038735210201015,72.88502650608389,1.2935757195080761,537,22,0.9,31421,38.17910511392417
29.1408191803527,76.45353796005271,0.14903216809839276,882,36,0.9,1438,7.69916682049098
33.089001174103736,65.71001542446957,2.4337117411754523,159,6,0.9,8432,16.89996534406331
29.990340720287776,72.64975484216231,2.9308914326379463,922,38,0.9,5413,97.3730533558362
22.940704461132324,83.50503576361385,1.6215746239962934,503,20,0.9,9502,45.687814946875704
25.49519921865803,78.1688112932365,2.8234925653146856,650,27,0.9,102045,99.3768600452872
21.967994250364047,82.97652631773242,0.09254069878533594,620,25,0.9,2547,1.5732359447134976
31.84582643157077,68.21367151860048,0.8556796136994438,884,36,0.9,6389,44.460962420908054
29.38810894368174,71.69075766238488,1.5914073946776648,242,10,0.9,40508,20.34240666860991
25.614118544852875,76.17455256679733,3.5863457987391603,1062,44,0.9,2948,100.0
22.332601659952573,82.95024503938637,1.4217839484506751,760,31,0.9,5682,60.44289353115253
30.58752587978709,74.11930940715207,2.237302818285778,589,24,0.9,3834,75.2510460370563
27.231205292647655,75.70321258076815,3.2357384046096014,189,7,0.9,5855,34.34786019241504
30.012297353064717,70.09861515180675,4.1851686632823,1154,48,0.9,82693,97.61152240300945
33.9113209267764,65.96195877689372,1.4195876057028018,1063,44,0.9,95509,87.77351657118776
34.591871028016726,63.83526291001116,1.6814470509430681,1118,46,0.9,7838,100.0
29.293303143317235,74.84545733109223,2.20933866166047,157,6,0.9,7939,17.730262291552236
32.35673179743299,69.30571054876282,2.068960557355748,966,40,0.9,77405,98.74549215964231
28.170566137971996,74.20058708914418,0.8538650093433304,417,17,0.9,113818,18.83357045827281
27.827369540616246,72.4321598453447,0.9066047322825901,1163,48,0.9,55115,63.1911141998975
32.738388564218326,68.83042867942157,0.8263587058679276,1151,47,0.9,5951,52.806278120920254
19.716825603019366,85.83409872127146,1.7400564954339977,1091,45,0.9,40043,2.263666957240609
30.274523267441886,68.6713972565446,3.6703429052889107,122,5,0.9,78348,22.307531260479717
27.579096932752417,76.03321530771183,3.1984871653419056,924,38,0.9,6138,93.87862037966697
34.053773854047854,63.21692525376401,3.2215521675856573,839,34,0.9,7733,100.0
34.96814822876201,64.56372605504426,3.6582299612822418,1076,44,0.9,5823,100.0
30.08920370375078,72.58986988325009,1.1692211464716669,297,12,0.9,118754,18.3424214122303
34.017540331066726,69.87404328528838,0.42013384920431895,354,14,0.9,2426,8.031166471619825
29.754034372966597,75.09153867472608,2.4638575233075106,1173,48,0.9,7147,100.0
30.187377855329675,72.34051865881013,1.8053884969446323,517,21,0.9,3304,51.64029562142281
28.458090962594568,75.65891321994367,1.5391987739413786,705,29,0.9,21739,66.97223756145588
30.14503982633596,69.78614108734061,1.7302956701113352,21,0,0.9,6097,0.0
23.567280571761398,79.74720234287267,0.978056917324672,1122,46,0.9,1485,65.14352152851887
30.605588175878186,71.20337535232964,3.320622099990582,39,1,0.9,962,6.789833647499332
28.297122206777033,75.71746192782388,1.4332375132971427,444,18,0.9,6336,36.19324096503982
26.900024357742897,79.57066330892467,2.6878097375071106,1094,45,0.9,2807,100.0
27.831146057376834,76.82710014699283,3.4908179765942013,274,11,0.9,16910,58.01565422371056
22.161030947210833,84.46119195826246,0.6383740621744907,264,11,0.9,119629,9.912913233236207
21.228996504869855,83.09220040698642,0.12746677022665706,731,30,0.9,9213,3.647363908959787
23.165427625725968,82.44731972751653,1.4353223314176602,900,37,0.9,6940,73.59724268505393
21.115887648408876,86.91666416572772,0.02054792931089433,1138,47,0.9,93727,0.0
26.669775899422447,75.66010366657811,3.6343218494376464,1025,42,0.9,9422,100.0
21.329901134555207,85.4624845287527,0.6000441043413494,848,35,0.9,13449,0.0
23.56793790133047,78.76889819391592,1.3433362115634697,139,5,0.9,9795,9.753754096515866
25.17371824825833,81.72701479666917,1.087066739174232,949,39,0.9,7593,60.186993410955445
23.525939481431127,83.98441950644164,0.6251044702089537,505,21,0.9,13213,16.624525956182957
20.587964860918586,83.0202725981159,3.0142457648975687,286,11,0.9,5971,45.57101163150527
22.593174996878208,83.2501956432581,2.9980771655879197,339,14,0.9,23926,56.22952804755407
24.938706810023877,80.40343963226687,1.0085091730533522,1185,49,0.9,13245,70.85921892983829
28.97967882544982,73.93890143607881,1.8101455754178062,458,19,0.9,117005,47.55078323366562
31.344280064315996,70.5381343774302,2.3945435290179566,765,31,0.9,4828,99.93109652281241
23.232255548648567,80.23205752230194,0.8562430599437563,31,1,0.9,108204,0.0
27.557045522193366,76.04153289099834,2.1436749280538385,1157,48,0.9,41382,97.54748751572163
39.91333637968845,57.34655019005427,0.9837376703652945,413,17,0.9,106116,21.761836191112785
34.81658676407017,66.05598717048478,-0.05073895082760621,842,35,0.9,72014,0.0
30.475769360924506,71.51099701896794,0.34363047777722433,311,12,0.9,9193,4.05355595032351
27.618573116793318,74.17193275180234,1.6509370152951783,1175,48,0.9,815,97.67563196682194
30.78363252096029,64.08288123657273,3.9799414121671925,484,20,0.9,34776,99.92958115752069
31.819163485765785,69.32904483993661,3.119164332475131,361,15,0.9,45982,63.18770003970145
36.957676449071585,60.90500256753193,1.3587097797569203,665,27,0.9,4595,53.59184479845374
28.767851579778846,72.10674363226173,0.6090460827618865,974,40,0.9,9407,33.92652231639959
26.799788364904693,77.0040533554971,-0.10631990707861977,521,21,0.9,3065,0.0
28.14839349050221,76.19016634951225,0.8156467798635689,750,31,0.9,87877,35.51231542827415
18.908117969659862,80.882147793745,2.6297622909789484,652,27,0.9,63742,99.07540447036526
34.22982678262966,64.2289701599123,1.2646363764808386,95,3,0.9,6999,9.530393393742973
36.10676083608021,62.19848842951365,2.0151531973577055,359,14,0.9,9339,40.27585323454009
19.71141539862186,83.58937432367283,0.2530188846621977,933,38,0.9,5821,12.796696355459881
29.453396870582438,70.95898803517892,2.7211684130206084,658,27,0.9,114316,96.51128334871738
24.21746710781956,80.94005985458169,0.9137881868936747,66,2,0.9,2666,3.553083768969277
31.075073709758364,71.25233748925751,1.402473844356848,243,10,0.9,94229,17.734464209658167
25.978428365053887,74.76376562249843,3.980051349516542,1182,49,0.9,108685,99.13982767458653
36.64651939978498,59.29248555766416,3.723963833743238,1040,43,0.9,68038,100.0
27.57715105112884,75.2526086843757,1.8349917141827843,989,41,0.9,10739,97.40950656116416
25.164811554369283,78.96356956028833,0.014303718554250692,658,27,0.9,98443,1.5794173866801136
31.772416029035377,70.98945615537195,2.2715501000767815,1157,48,0.9,109661,96.17554771298443
15.300905758064644,85.64222950733016,1.7187816819048474,897,37,0.9,93419,0.0
31.548640770258984,70.01885027522658,2.7310037428289142,198,8,0.9,47537,29.34137438612075
25.116151589173047,75.70214528667334,2.0925801707459533,964,40,0.9,112873,100.0
25.565913260477902,78.91301926234378,3.208517496966161,739,30,0.9,2384,97.81314329211206
23.00179413212738,89.51012630956613,1.7718690925362313,250,10,0.9,90004,2.0115586979575664
23.09648338586492,79.88375729202693,1.9404358137764348,545,22,0.9,1602,62.2116032823383
21.246481690387476,86.08132891033489,0.563692550007662,554,23,0.9,17593,0.0
29.34692822091172,69.91592852718007,3.84359731237051,845,35,0.9,119651,99.46666233964899
33.12789188776415,69.09385758130438,1.9554961100753618,844,35,0.9,111681,95.85170137976267
22.952687983025427,83.86725725128181,0.6086241745706238,1144,47,0.9,8017,40.18471497404583
21.53847732838682,82.97904445726775,1.5778881587640354,238,9,0.9,1993,20.138303492264182
23.374559010541358,81.6004639856987,3.6383958837888115,252,10,0.9,6982,48.57087976199413
22.63077069135054,80.88118455948148,1.2344789248684,1038,43,0.9,14337,75.3765063706255
24.197370117441242,79.1387047722305,2.771777325397189,21,0,0.9,9842,0.07783324271913132
30.6100201118351,70.65393639334772,2.3300854077993898,426,17,0.9,5076,56.41155953197548
29.887586140432813,71.68549186703419,0.20872167095476388,395,16,0.9,27482,3.2076245640234697
25.382831704429424,75.1095831573603,2.9414929963151892,1173,48,0.9,1192,100.0
30.049484602408633,71.22089929270402,2.6885227599506742,999,41,0.9,2251,100.0
26.073257131669088,80.19902571471481,3.7055961668366217,601,25,0.9,86086,98.67857374473365
30.429032108801767,71.10755230402368,3.508012298607426,902,37,0.9,5764,100.0
27.595183363615366,75.9700151463227,1.8560858438231345,347,14,0.9,52679,35.566672165106084
34.872866827611446,67.23837614709204,0.6338420482006045,737,30,0.9,4623,26.713804818857078
29.325648298646588,78.22495701781571,0.8415461945688356,296,12,0.9,2850,12.555167525961721
27.5967151517368,72.33099193884458,1.653845265923796,424,17,0.9,2640,37.769963967893624
24.133638811829673,78.48496781819424,3.2584435136125904,1092,45,0.9,9946,98.28022010602201
30.966254775510816,69.79574496666304,3.9318138016220545,98,4,0.9,109284,23.567331033191643
26.994205512167376,74.8400361411821,1.7091823030755475,1025,42,0.9,3513,100.0
21.228586392180418,87.9141376916575,2.2414321585045975,323,13,0.9,41423,0.0
31.142210871624595,69.7400362289147,1.8971316297661105,479,19,0.9,4078,45.03155878788188
21.44841274040794,87.30377143814556,0.47697470981664314,1140,47,0.9,1734,0.0
26.992008454469538,77.34061486168193,0.5719322554719576,826,34,0.9,112775,26.597133578347897
26.14682878111827,77.94097457436499,1.7784585005887412,97,4,0.9,19080,8.207312087702727
30.38212455672698,71.8022631991493,2.202765190882734,1015,42,0.9,41847,100.0
28.2040782986876,72.97662693200844,1.2888777496221882,599,24,0.9,8888,44.51816720835448
26.12523318833813,78.52193529792991,2.497537651679898,404,16,0.9,8680,55.98942751029372
26.98468186473535,78.5767786628091,1.4301416099814939,56,2,0.9,14245,8.647182492225387
30.21665741021454,74.5677872305089,1.5227186292373456,170,7,0.9,41992,11.102012494752051
28.984520220651728,75.23390110550419,3.2517158769049663,492,20,0.9,2074,90.25114776570356
29.22396112010468,71.77572385104084,1.5842112667674904,90,3,0.9,8338,7.207644921642614
33.386157928900786,67.55804549549443,2.046003301867032,446,18,0.9,9226,52.11608033753978
29.05815774426981,75.41390667304499,0.2262610684352524,486,20,0.9,78728,1.4489317665040833
29.72961724540416,74.30056226566383,4.004911339617805,460,19,0.9,6652,100.0
23.816843206084904,81.17441037288198,2.223788273403283,73,3,0.9,107944,9.337268842021336
27.74502409595989,74.94478302477737,2.401099172895915,622,25,0.9,7004,85.14186509548027
31.431691327220534,68.61099899740351,4.1261006245027785,589,24,0.9,2521,94.59202759071196
30.447025270957376,69.00156581791028,1.6352695782854014,1152,48,0.9,17932,100.0
27.993157574695747,73.81200319453643,1.2837284195409953,795,33,0.9,51698,60.26932287209939
29.375705915754757,73.78872551610374,1.927293005438922,145,6,0.9,65403,15.515620599061585
29.153331251907943,74.68253239210686,2.4517306703178594,246,10,0.9,34007,31.550575708465
31.33715749778596,70.50004800817635,0.07988663432343314,652,27,0.9,96283,1.3970274006305528
20.30108784114787,85.92592019686761,2.131867494031457,1055,43,0.9,8461,0.5368529444164616
22.520715343381376,83.3824536979701,2.5482940864322594,1023,42,0.9,2304,99.04264778553248
32.08759373015617,69.96000542449751,2.6186228175212296,1134,47,0.9,23218,98.05709877784881
25.685120302884012,76.47067356600323,1.8891707774479862,715,29,0.9,7937,80.6588281871297
28.999110204428984,76.65935039017253,3.7250312145754148,794,33,0.9,88263,100.0
26.535896184115575,79.66943939609448,1.9488647348879187,406,16,0.9,2180,45.201248088433694
24.387962665964174,77.39918432940313,0.010246181518100516,936,39,0.9,82697,2.222841823679005
28.893499407911676,73.12355618176508,3.6367312751707686,388,16,0.9,15810,80.75694801776822
33.22006062781871,70.46541328786185,1.7498161257807066,1100,45,0.9,3839,100.0
32.452110918347906,69.9558994192296,2.506250062122652,613,25,0.9,3490,86.69122159812294
17.93668800170932,84.97021901102413,3.2966054432590064,873,36,0.9,40336,100.0
19.107873734722435,85.90561170825639,0.9316901779236268,892,37,0.9,45864,1.7345943815357048
23.813475578748136,82.87099853367656,0.7521483807004863,159,6,0.9,6432,4.908659704946526
21.553476279404734,85.83541908247406,0.15622922135369763,869,36,0.9,74021,0.0
20.563490730746295,83.20433429467569,4.066105779549179,934,38,0.9,1018,99.0844586432651
24.996658849256935,85.63916238115347,0.7646653271128898,255,10,0.9,6847,0.0
27.658696902753913,72.32381469119419,2.1514017408093093,1106,46,0.9,98019,100.0
19.46373877195174,86.28050840479074,4.249690636553156,1063,44,0.9,7984,0.8192731999137137
29.237331778064714,75.52321278379755,0.26444687204956313,661,27,0.9,3402,9.886051345236629
31.799579059364206,67.38234512934935,0.32349650533453245,811,33,0.9,4359,17.472466414361786
24.107742179526717,84.29058735956595,-0.060995968406373884,1048,43,0.9,3594,0.0
24.740561434397094,81.066451866608,3.944271143062563,755,31,0.9,50548,99.30647844014824
31.443204572577848,71.05321443520602,2.3511410365856364,749,31,0.9,116860,100.0
21.730056068324146,82.9588616283814,4.007022420748319,743,30,0.9,1216,96.46198541645308
24.700858415621592,77.38533319022545,1.1226535666156627,1130,47,0.9,40296,70.45647906672237
29.2522357127825,72.203041415035,2.0081421354884488,460,19,0.9,88532,54.885858246800986
27.435009522071162,79.08436997889454,2.2073940849297093,1121,46,0.9,9362,96.14511565793764
34.06332913837263,65.58742608847261,1.7831988555255838,1055,43,0.9,6911,100.0
24.389464716311423,80.4150547867474,2.216431272030696,150,6,0.9,41287,14.726111489612613
31.66066267325835,67.72145186999398,3.37980760750934,187,7,0.9,5821,33.01824112505933
17.414278538178852,82.5392546944954,-0.0756604375350706,931,38,0.9,8797,0.0
21.028347208143845,85.2729453773183,1.273151767391734,963,40,0.9,19522,0.0
38.238759690981624,59.92267412167157,0.9671457433910887,54,2,0.9,65549,0.0
24.81584814005183,78.30605862866135,1.6592264133894121,1154,48,0.9,43343,98.20894725764016
28.183726306151613,73.31529679087981,1.325796522485803,324,13,0.9,1360,22.272003839148525
20.717062258119125,84.25856838188604,0.40572527985104045,19,0,0.9,5151,0.0
19.288456474569205,86.88371624789784,2.285747595610415,67,2,0.9,4416,1.3199300450976739
20.163717853878133,86.94239109610908,3.6986280003120884,940,39,0.9,102664,0.0
32.75425848537568,67.3758072341103,-0.14662976747979609,823,34,0.9,50413,0.0
29.13731114951572,73.57216389648383,3.369858357436956,395,16,0.9,71323,75.29864625147333
20.645527128632096,84.57902936789691,1.1576710805470238,303,12,0.9,5205,21.56523033763439
38.15386614490386,61.38730784809401,1.1981828824894007,989,41,0.9,38434,71.93350307891036
29.894176011237455,72.6349895818657,0.01385318739976178,486,20,0.9,49386,0.0
29.967376335164786,76.28893942541859,2.9287942626424894,448,18,0.9,5476,75.4786647344162
25.89670714889695,77.456294886386,0.15319525841911985,901,37,0.9,869,11.693934677018598
19.792949397338564,83.4686596436736,3.52655723183406,291,12,0.9,30771,60.15580902535311
29.82551517161455,75.61691246487547,0.5067151046680873,505,21,0.9,85111,11.92000513357409
27.816044740214757,78.16182825472951,0.18129727560095488,276,11,0.9,6888,0.17878511853640067
25.392172014199193,79.46120892124173,1.6854036731260074,432,18,0.9,63326,44.87596832696148
26.138649080475208,77.92588274670717,0.258714304458593,330,13,0.9,5560,6.97627126252234
27.2200763193947,77.63884539682739,2.8839281379764143,902,37,0.9,5728,100.0
25.335461238769913,80.4749558636219,1.0347998737402357,212,8,0.9,1240,14.673930041907653
21.50622456544833,84.90955439727811,2.621190632690097,475,19,0.9,9362,71.32307865817735
30.463547206027513,74.69742949171352,2.241975550061282,251,10,0.9,23983,32.918541633027885
24.7019186844161,80.58177308170227,1.814498793200999,1171,48,0.9,5275,100.0
35.373839328994244,63.71222844708895,0.8467303044367337,550,22,0.9,815,25.716389693455575
24.722015666875627,77.10942949213667,2.637264957353972,66,2,0.9,6094,4.1184767630630095
36.67396441181051,61.884332447265116,1.7647964813757646,1063,44,0.9,75588,99.27706588566322
42.00392935266173,52.44930203260643,2.289378746924071,604,25,0.9,9753,82.00347156533573
24.88564825498655,80.79882036591817,2.3526629824755836,380,15,0.9,4250,48.291528157144626
21.704583134249223,82.10859513877857,2.265878495281502,95,3,0.9,1182,11.30282690910325
19.623402661027022,87.32279471435227,1.8477596056957735,1082,45,0.9,19189,2.2884680977431664
30.457480119925066,73.3889441742051,1.7535811953954563,863,35,0.9,5490,85.29345068006317
25.375291661755814,76.6920839029352,3.976454415971036,1147,47,0.9,2667,98.75165993369869
29.239552707586586,71.70391742821903,3.2935166962529028,815,33,0.9,8473,100.0
19.566493566591312,86.36408556058497,0.5176512140821921,1183,49,0.9,49535,0.7016738151253172
20.36797101738061,85.31412927693339,0.7154663939440595,1093,45,0.9,2146,0.425999116709722
31.976475397922595,68.80283815766093,1.8644815045170837,179,7,0.9,52539,21.81187920299492
25.288069860935224,80.8977297129971,2.636622835858298,510,21,0.9,118469,83.00294136794462
33.880185189599665,65.40288079844318,0.7121285573578546,905,37,0.9,1351,36.67057373215238
18.925299147489323,85.12670328012528,3.795134241591099,120,5,0.9,62494,0.0
24.987118528661387,80.85424037984555,3.941914651175896,1022,42,0.9,3580,97.43793232158686
25.9859899549125,79.41801050511141,1.4103699172365265,1188,49,0.9,8227,96.97864530883386
31.03843080367575,67.23237406840249,1.0085008621864224,748,31,0.9,31396,45.212100886669276
36.17200181641916,58.62779914227017,2.809395728544665,772,32,0.9,41586,99.82684363654498
20.306161150982252,85.26317939834895,-0.17466768547532524,293,12,0.9,11534,0.0
29.635802045694323,71.06924842353084,2.967096068681218,557,23,0.9,73422,95.2868698645667
28.28056267055003,70.47419541751083,3.5073540738163946,470,19,0.9,7062,95.45218432872669
28.807605414162964,72.81946875735467,2.2137666092184034,633,26,0.9,40222,84.88916115176666
31.525146130912233,66.47255293482834,0.8931269855895267,24,1,0.9,38642,1.0710872885574074
31.329096310725014,71.11274671741964,2.0895240536704107,475,19,0.9,5673,55.76051143542806
30.698445781401215,69.54540053486826,2.1759253684463644,545,22,0.9,7791,68.60623744896311
38.611274530927034,58.44619439525948,2.015671663922102,1180,49,0.9,37992,99.65806466215614
24.026162197056458,78.1046658805485,0.24312887041305084,1145,47,0.9,5507,15.539079917410241
24.444430791152307,82.31596935532487,2.0674380480132175,1120,46,0.9,6749,99.20845452310239
39.710840381748845,57.55987952717918,2.5950986801216813,157,6,0.9,4591,21.236000809958423
30.373912011787347,73.51603572754017,2.321685549114144,68,2,0.9,2023,4.934214524464853
23.451928158800854,81.74202012510325,2.1446362937307084,293,12,0.9,8833,34.5928844100787
29.545552193692135,74.01827730702058,3.866957606532432,554,23,0.9,94183,100.0
31.05514027823182,71.31846584767935,0.2630103303672141,1109,46,0.9,57640,15.2558115272736
29.92422742734161,72.88848479338169,1.9051322029866253,8,0,0.9,106668,0.0
31.123535003399276,68.2999161387968,2.7633820186859728,227,9,0.9,31823,35.56040528447006
35.010271514892835,66.00199643031449,1.6814630941514042,337,14,0.9,52713,32.94828501419847
26.324983749818106,75.7908678137026,-0.0632207424980818,279,11,0.9,4661,0.0
25.797053637921557,78.56105275647838,1.7379872648215835,949,39,0.9,5561,96.04579537820604
31.856445455875697,68.70881912275782,2.8386311055858955,735,30,0.9,9322,96.95630160565264
28.5801148422428,76.61550648975468,1.6879413697961385,884,36,0.9,2980,85.56188226862265
24.804410033435698,79.1592013669019,3.0208546789451005,573,23,0.9,3518,97.99768105621365
26.94791119130678,78.17061883224002,3.9012958808954457,575,23,0.9,5974,100.0
